Ligand,RMSD
ECMDB00045,0.6891
ECMDB00048,0.0575
ECMDB00055,0.0232
ECMDB00058,0.0759
ECMDB00061,0.0824
ECMDB00082,0.6468
ECMDB00095,0.0355
ECMDB00121,0.4369
ECMDB00125,0.6843
ECMDB00163,0.0343
ECMDB00186,0.8432
ECMDB00189,3.3867
ECMDB00217,5.3263
ECMDB00218,0.0743
ECMDB00229,0.0618
ECMDB00241,0.3125
ECMDB00244,0.0742
ECMDB00258,0.0354
ECMDB00280,0.6030
ECMDB00285,1.5093
ECMDB00288,0.1504
ECMDB00290,3.6433
ECMDB00293,0.6980
ECMDB00295,0.8923
ECMDB00302,0.6569
ECMDB00538,1.6701
ECMDB00570,0.6998
ECMDB00674,2.0743
ECMDB00797,0.9362
ECMDB00830,0.0623
ECMDB00902,4.7749
ECMDB00905,0.0847
ECMDB00939,1.2588
ECMDB00960,0.8677
ECMDB00961,2.8281
ECMDB00972,3.3560
ECMDB00975,1.1473
ECMDB00988,0.1352
ECMDB00998,0.5508
ECMDB00999,2.0256
ECMDB01000,0.9297
ECMDB01003,0.5193
ECMDB01044,0.0834
ECMDB01056,1.8595
ECMDB01058,0.0502
ECMDB01060,3.0353
ECMDB01062,0.5714
ECMDB01066,0.9258
ECMDB01079,2.4761
ECMDB01094,2.0249
ECMDB01095,1.4621
ECMDB01097,0.8370
ECMDB01117,1.1666
ECMDB01121,0.2151
ECMDB01124,0.0892
ECMDB01134,0.8993
ECMDB01142,0.1475
ECMDB01144,0.7936
ECMDB01163,0.9718
ECMDB01174,2.0146
ECMDB01178,2.7597
ECMDB01179,2.3922
ECMDB01185,2.0737
ECMDB01191,3.1381
ECMDB01193,0.7792
ECMDB01197,4.0621
ECMDB01201,0.5757
ECMDB01202,0.0637
ECMDB01227,0.0833
ECMDB01245,1.9112
ECMDB01248,2.2375
ECMDB01261,0.5449
ECMDB01262,0.1151
ECMDB01271,0.9235
ECMDB01273,2.0128
ECMDB01274,0.5574
