Ligand,RMSD
ECMDB00045,0.1118
ECMDB00048,0.1136
ECMDB00055,0.7605
ECMDB00058,0.0323
ECMDB00061,0.2188
ECMDB00082,2.3267
ECMDB00095,0.2197
ECMDB00121,2.1066
ECMDB00125,1.9295
ECMDB00163,0.1817
ECMDB00186,1.1250
ECMDB00189,0.7886
ECMDB00217,1.9405
ECMDB00218,0.1675
ECMDB00229,1.5489
ECMDB00241,0.3471
ECMDB00244,1.9192
ECMDB00258,0.0117
ECMDB00280,1.4189
ECMDB00285,0.5088
ECMDB00288,0.5286
ECMDB00290,3.8850
ECMDB00293,1.2810
ECMDB00295,2.4369
ECMDB00302,1.4107
ECMDB00538,0.9158
ECMDB00570,0.6011
ECMDB00674,2.8071
ECMDB00797,0.8253
ECMDB00830,0.0299
ECMDB00902,2.5156
ECMDB00905,0.3048
ECMDB00939,0.8787
ECMDB00960,0.3179
ECMDB00961,1.5381
ECMDB00972,3.9485
ECMDB00975,0.0276
ECMDB00988,0.1402
ECMDB00998,1.3817
ECMDB00999,0.7020
ECMDB01000,1.8645
ECMDB01003,0.2562
ECMDB01044,0.1065
ECMDB01056,0.0951
ECMDB01058,0.6694
ECMDB01060,2.8785
ECMDB01062,0.0945
ECMDB01066,2.3516
ECMDB01079,2.4209
ECMDB01094,6.5326
ECMDB01095,0.7124
ECMDB01097,1.0747
ECMDB01117,1.5403
ECMDB01121,0.1790
ECMDB01124,0.3626
ECMDB01134,0.6744
ECMDB01142,0.1075
ECMDB01144,3.8982
ECMDB01163,1.0050
ECMDB01174,1.9169
ECMDB01178,0.9023
ECMDB01179,1.9152
ECMDB01185,2.0367
ECMDB01191,1.7287
ECMDB01193,2.6518
ECMDB01197,1.4646
ECMDB01201,1.6889
ECMDB01202,0.0859
ECMDB01227,0.5203
ECMDB01245,0.1615
ECMDB01248,1.9402
ECMDB01261,1.2603
ECMDB01262,2.5909
ECMDB01271,1.4186
ECMDB01273,1.6295
ECMDB01274,0.0274
ECMDB01285,2.2038
ECMDB01296,0.3764
ECMDB01308,0.8843
ECMDB01317,0.0904
ECMDB01328,3.2845
ECMDB01332,1.8532
ECMDB01341,2.5127
ECMDB01342,1.7094
ECMDB01346,1.6194
ECMDB01354,0.2545
ECMDB01367,0.7949
ECMDB01372,0.7605
ECMDB01373,2.8373
ECMDB01384,2.3868
ECMDB01391,2.5314
ECMDB01396,2.5754
ECMDB01397,0.0563
ECMDB01399,0.6970
ECMDB01409,0.6940
ECMDB01412,3.2420
ECMDB01416,1.3059
ECMDB01423,2.6886
ECMDB01439,0.5291
ECMDB01440,0.7462
ECMDB01487,3.3089
ECMDB01517,1.4819
ECMDB01520,2.8774
ECMDB01532,3.3710
ECMDB01546,0.1742
ECMDB01550,1.9308
ECMDB01554,1.2520
ECMDB01562,3.0847
ECMDB01846,2.6749
ECMDB02158,0.9206
ECMDB02666,1.8699
ECMDB03266,2.0305
ECMDB03335,1.4416
ECMDB03419,1.7502
ECMDB03502,0.8871
ECMDB03514,0.0737
ECMDB03536,0.8867
ECMDB03540,0.0864
ECMDB03556,0.0351
ECMDB03826,0.1459
ECMDB03882,0.5283
ECMDB04007,0.2378
ECMDB04010,1.8654
ECMDB04033,1.4053
ECMDB04034,0.0166
ECMDB04052,1.0925
ECMDB04053,0.1482
ECMDB04063,1.2354
ECMDB04085,1.0369
ECMDB04108,0.1826
ECMDB04111,2.7118
ECMDB04117,2.9534
ECMDB04119,2.6702
ECMDB04120,1.9450
ECMDB04137,1.5745
ECMDB04138,0.9487
ECMDB04165,1.6481
ECMDB04166,1.4702
ECMDB04167,2.7124
ECMDB04168,3.0529
ECMDB04169,1.5232
ECMDB04171,1.5385
ECMDB04220,2.3874
ECMDB04662,1.4743
ECMDB06273,1.3969
ECMDB06354,3.3346
ECMDB06555,0.0885
ECMDB06557,1.3234
ECMDB06823,1.3878
ECMDB06834,1.4528
