Ligand,RMSD
ECMDB00045,1.0114
ECMDB00048,1.9996
ECMDB00055,1.3524
ECMDB00058,1.0630
ECMDB00061,1.0902
ECMDB00082,2.5880
ECMDB00095,0.7557
ECMDB00121,2.4382
ECMDB00125,1.2688
ECMDB00163,0.4401
ECMDB00186,0.2938
ECMDB00189,4.9227
ECMDB00217,3.7292
ECMDB00218,1.2451
ECMDB00229,1.8680
ECMDB00241,1.1048
ECMDB00244,0.9027
ECMDB00258,0.7304
ECMDB00280,1.5157
ECMDB00285,0.9412
ECMDB00288,0.7592
ECMDB00290,3.1981
ECMDB00293,2.8695
ECMDB00295,1.0939
ECMDB00302,5.0018
ECMDB00538,3.8130
ECMDB00570,1.1845
ECMDB00674,4.1111
ECMDB00797,1.9317
ECMDB00830,0.8019
ECMDB00902,3.6838
ECMDB00905,1.1967
ECMDB00939,2.1465
ECMDB00960,1.9501
ECMDB00961,2.9167
ECMDB00972,2.3085
ECMDB00975,1.0366
ECMDB00988,0.6880
ECMDB00998,3.1974
ECMDB00999,1.8786
ECMDB01000,1.6646
ECMDB01003,1.2473
ECMDB01044,1.4755
ECMDB01056,2.0047
ECMDB01058,1.4891
ECMDB01060,4.0967
ECMDB01062,1.0336
ECMDB01066,3.2608
ECMDB01079,2.8548
ECMDB01094,5.6375
ECMDB01095,3.2664
ECMDB01097,1.1890
ECMDB01117,3.6579
ECMDB01121,0.7880
ECMDB01124,1.4486
ECMDB01134,1.7102
ECMDB01142,2.5511
ECMDB01144,3.0379
ECMDB01163,3.3293
ECMDB01174,1.8770
ECMDB01178,2.4104
ECMDB01179,2.5726
ECMDB01185,2.0363
ECMDB01191,1.5128
ECMDB01193,2.5112
ECMDB01197,2.0369
ECMDB01201,1.6328
ECMDB01202,1.0841
ECMDB01227,1.4536
ECMDB01245,2.5071
ECMDB01248,3.7454
ECMDB01261,1.5860
ECMDB01262,1.1175
ECMDB01271,0.4865
ECMDB01273,0.9595
ECMDB01274,1.5659
ECMDB01285,1.9725
ECMDB01296,1.8481
ECMDB01308,1.7528
ECMDB01317,1.3606
ECMDB01328,4.0567
ECMDB01332,0.9760
ECMDB01341,1.8452
ECMDB01342,1.0709
ECMDB01346,2.6598
ECMDB01354,0.6875
ECMDB01367,0.4348
ECMDB01372,1.6861
ECMDB01373,4.1907
ECMDB01384,0.9880
ECMDB01391,2.8715
ECMDB01396,2.1230
ECMDB01397,1.4466
ECMDB01399,3.8378
ECMDB01409,1.3241
ECMDB01412,1.2467
ECMDB01416,2.4737
ECMDB01423,3.1400
ECMDB01439,1.0322
ECMDB01440,0.8389
ECMDB01487,3.9024
ECMDB01517,1.3055
ECMDB01520,2.3720
ECMDB01532,2.2607
ECMDB01546,1.2832
ECMDB01550,1.7470
ECMDB01554,2.1207
ECMDB01562,4.6886
ECMDB01846,1.8499
ECMDB02158,1.2400
ECMDB02666,1.8360
ECMDB03266,3.8092
ECMDB03335,0.6991
ECMDB03419,2.1874
ECMDB03502,0.8128
ECMDB03514,0.7177
ECMDB03536,1.2418
ECMDB03540,0.3052
ECMDB03556,1.3119
ECMDB03826,0.6311
ECMDB03882,1.4945
