Ligand,RMSD
ECMDB00045,0.7036
ECMDB00048,0.0253
ECMDB00055,0.0355
ECMDB00058,0.0793
ECMDB00061,0.0866
ECMDB00082,0.0378
ECMDB00095,0.0171
ECMDB00121,2.0253
ECMDB00125,0.5371
ECMDB00163,0.0310
ECMDB00186,0.8734
ECMDB00189,3.1912
ECMDB00217,3.7628
ECMDB00218,0.0201
ECMDB00229,0.1642
ECMDB00241,0.1440
ECMDB00244,1.2736
ECMDB00258,0.0378
ECMDB00280,1.6313
ECMDB00285,0.1239
ECMDB00288,0.0619
ECMDB00290,0.4706
ECMDB00293,0.0417
ECMDB00295,0.8802
ECMDB00302,0.6319
ECMDB00538,0.0833
ECMDB00570,0.8869
ECMDB00674,2.2436
ECMDB00797,0.8821
ECMDB00830,0.0209
ECMDB00902,2.2927
ECMDB00905,0.0835
ECMDB00939,1.1146
ECMDB00960,0.9330
ECMDB00961,2.8231
ECMDB00972,2.9406
ECMDB00975,1.0058
ECMDB00988,0.1674
ECMDB00998,1.1181
ECMDB00999,0.3896
ECMDB01000,0.0998
ECMDB01003,0.4852
ECMDB01044,0.1442
ECMDB01056,1.4759
ECMDB01058,0.0778
ECMDB01060,4.2327
ECMDB01062,0.5669
ECMDB01066,2.1044
ECMDB01079,1.9984
ECMDB01094,3.3768
ECMDB01095,3.6601
ECMDB01097,0.5688
ECMDB01117,0.6358
ECMDB01121,0.2638
ECMDB01124,0.0700
ECMDB01134,0.8901
ECMDB01142,0.1867
ECMDB01144,2.8976
ECMDB01163,0.2217
ECMDB01174,1.6578
ECMDB01178,2.7835
ECMDB01179,2.4246
ECMDB01185,0.8721
ECMDB01191,3.4560
ECMDB01193,3.4038
ECMDB01197,3.8749
ECMDB01201,1.6464
ECMDB01202,0.0784
ECMDB01227,1.3913
ECMDB01245,1.8923
ECMDB01248,1.2159
ECMDB01261,1.2203
ECMDB01262,0.8901
ECMDB01271,0.9197
ECMDB01273,1.7991
ECMDB01274,0.7375
ECMDB01285,0.7080
ECMDB01296,1.9644
