Ligand,RMSD
ECMDB00045,0.4555
ECMDB00048,0.3059
ECMDB00055,0.0173
ECMDB00058,1.1932
ECMDB00061,1.0836
ECMDB00082,2.4817
ECMDB00095,0.0351
ECMDB00121,0.3095
ECMDB00125,0.3574
ECMDB00163,0.0842
ECMDB00186,0.1031
ECMDB00189,0.6289
ECMDB00217,1.7157
ECMDB00218,0.5342
ECMDB00229,0.9487
ECMDB00241,0.7110
ECMDB00244,1.0377
ECMDB00258,0.0152
ECMDB00280,1.1611
ECMDB00285,0.8348
ECMDB00288,0.0190
ECMDB00290,1.2917
ECMDB00293,2.4578
ECMDB00295,0.3699
ECMDB00302,1.4350
ECMDB00538,2.6066
ECMDB00570,1.3557
ECMDB00674,4.1972
ECMDB00797,0.4681
ECMDB00830,0.0544
ECMDB00902,1.6142
ECMDB00905,0.0096
ECMDB00939,2.0561
ECMDB00960,0.6364
ECMDB00961,1.1857
ECMDB00972,3.5356
ECMDB00975,0.3482
ECMDB00988,1.2748
ECMDB00998,0.7845
ECMDB00999,0.5782
ECMDB01000,1.9958
ECMDB01003,1.2636
ECMDB01044,2.4731
ECMDB01056,0.8024
ECMDB01058,0.0885
ECMDB01060,2.8269
ECMDB01062,1.4965
ECMDB01066,1.2846
ECMDB01079,1.8634
ECMDB01094,2.7189
ECMDB01095,0.9724
ECMDB01097,0.3715
ECMDB01117,2.0656
ECMDB01121,0.9530
ECMDB01124,0.0559
ECMDB01134,0.5302
ECMDB01142,1.0775
ECMDB01144,1.9948
ECMDB01163,1.5748
ECMDB01174,2.0115
ECMDB01178,1.3972
ECMDB01179,3.8847
ECMDB01185,1.1236
ECMDB01191,0.4142
ECMDB01193,2.1805
ECMDB01197,2.0227
ECMDB01201,1.3993
ECMDB01202,1.3345
ECMDB01227,0.7105
ECMDB01245,0.0464
ECMDB01248,1.3072
ECMDB01261,0.2414
ECMDB01262,0.2912
ECMDB01271,0.1182
ECMDB01273,0.6295
ECMDB01274,0.0629
ECMDB01285,1.9611
ECMDB01296,1.9146
ECMDB01308,0.8157
ECMDB01317,0.1797
ECMDB01328,2.8802
ECMDB01332,1.3637
ECMDB01341,1.3681
ECMDB01342,1.5901
ECMDB01346,1.0458
ECMDB01354,0.3091
ECMDB01367,0.1358
ECMDB01372,1.4012
ECMDB01373,4.9007
ECMDB01384,3.6879
ECMDB01391,1.7278
ECMDB01396,3.3357
ECMDB01397,0.0776
ECMDB01399,0.4907
ECMDB01409,0.2682
ECMDB01412,2.7562
ECMDB01416,0.3466
ECMDB01423,1.8070
ECMDB01439,0.7028
ECMDB01440,0.6046
ECMDB01487,2.4417
ECMDB01517,0.1315
ECMDB01520,2.3696
ECMDB01532,1.4890
ECMDB01546,0.1163
ECMDB01550,1.7350
ECMDB01554,0.4570
ECMDB01562,2.3991
ECMDB01846,2.8347
ECMDB02158,1.2102
ECMDB02666,1.0579
ECMDB03266,3.9538
ECMDB03335,0.0811
ECMDB03419,4.6611
ECMDB03502,0.6547
ECMDB03514,0.0883
ECMDB03536,0.4141
ECMDB03540,1.4380
ECMDB03556,0.1019
ECMDB03826,0.7287
ECMDB03882,0.0789
ECMDB04007,0.0516
ECMDB04010,1.4275
ECMDB04033,2.1834
ECMDB04034,0.0023
ECMDB04052,0.4134
ECMDB04053,1.8857
ECMDB04063,0.6989
ECMDB04085,0.4847
ECMDB04108,0.8942
ECMDB04111,1.9287
ECMDB04117,2.4178
ECMDB04119,2.8248
ECMDB04120,4.1198
ECMDB04137,0.1473
ECMDB04138,2.4595
ECMDB04165,3.5093
ECMDB04166,1.4051
ECMDB04167,3.8995
ECMDB04168,1.6964
ECMDB04169,1.6818
ECMDB04171,1.7307
ECMDB04220,2.0627
ECMDB04662,1.3496
ECMDB06273,0.3716
ECMDB06354,0.3913
ECMDB06555,0.0988
ECMDB06557,0.5417
ECMDB06823,2.2460
ECMDB06834,0.7718
ECMDB06872,1.1804
ECMDB06876,1.8232
ECMDB07858,4.7451
ECMDB07859,3.2924
ECMDB07860,2.2019
ECMDB07861,3.8247
ECMDB07862,2.7602
ECMDB07863,3.0863
ECMDB07864,3.0641
ECMDB07865,6.1495
ECMDB08821,4.7118
ECMDB08824,3.2236
ECMDB08827,2.5928
ECMDB08920,2.7306
ECMDB08923,2.0618
ECMDB08924,3.9201
ECMDB08953,2.6644
ECMDB08956,3.8940
ECMDB08957,2.5229
ECMDB08959,4.3138
ECMDB09019,5.0818
ECMDB09022,2.9668
ECMDB09023,2.3461
ECMDB10573,3.0845
ECMDB10615,2.2626
ECMDB10616,4.1969
ECMDB10618,3.6784
ECMDB11145,2.9809
ECMDB11155,2.9005
ECMDB11156,4.4946
ECMDB11616,0.0175
ECMDB11629,1.2100
ECMDB11688,1.4814
ECMDB12277,0.7159
ECMDB12278,2.6158
ECMDB12330,2.2669
ECMDB12332,4.2702
ECMDB12333,3.6094
ECMDB12352,3.1351
ECMDB12363,3.7268
ECMDB12366,2.4303
ECMDB20003,2.7390
ECMDB20004,2.5295
ECMDB20006,0.9181
ECMDB20019,0.9704
ECMDB20024,2.1188
ECMDB20025,0.5959
ECMDB20026,3.0586
ECMDB20027,3.6916
ECMDB20033,0.0871
ECMDB20034,1.9304
ECMDB20035,1.6991
ECMDB20049,2.1304
ECMDB20050,1.2984
ECMDB20054,3.1045
ECMDB20055,2.0251
ECMDB20058,0.5105
ECMDB20059,1.7814
ECMDB20062,0.1307
ECMDB20068,1.5749
ECMDB20078,3.2914
ECMDB20079,0.3512
ECMDB20081,0.4203
ECMDB20083,2.6291
ECMDB20088,2.1624
ECMDB20096,1.0108
ECMDB20099,0.4078
