Ligand,RMSD
ECMDB00045,0.1785
ECMDB00048,0.2159
ECMDB00055,0.0384
ECMDB00058,0.0724
ECMDB00061,0.0405
ECMDB00082,1.7946
ECMDB00095,0.0531
ECMDB00121,1.5664
ECMDB00125,1.1331
ECMDB00163,0.0115
ECMDB00186,0.2817
ECMDB00189,2.7887
ECMDB00217,2.5930
ECMDB00218,0.0071
ECMDB00229,0.8712
ECMDB00241,0.5529
ECMDB00244,0.5774
ECMDB00258,0.0118
ECMDB00280,1.2413
ECMDB00285,1.3253
ECMDB00288,0.0537
ECMDB00290,1.4705
ECMDB00293,2.9758
ECMDB00295,0.8096
ECMDB00302,2.9099
ECMDB00538,1.0643
ECMDB00570,0.2690
ECMDB00674,2.9759
ECMDB00797,0.6297
ECMDB00830,0.4675
ECMDB00902,1.2522
ECMDB00905,0.0138
ECMDB00939,1.3933
ECMDB00960,2.1227
ECMDB00961,1.4030
ECMDB00972,0.2216
ECMDB00975,0.0243
ECMDB00988,1.7751
ECMDB00998,2.0585
ECMDB00999,0.8714
ECMDB01000,1.3612
ECMDB01003,2.5901
ECMDB01044,1.3885
ECMDB01056,1.4049
ECMDB01058,0.1220
ECMDB01060,8.3470
ECMDB01062,0.0159
ECMDB01066,1.8995
ECMDB01079,1.6753
ECMDB01094,5.0434
ECMDB01095,2.9991
ECMDB01097,1.2249
ECMDB01117,1.7010
ECMDB01121,1.4049
ECMDB01124,0.6110
ECMDB01134,1.1582
ECMDB01142,2.2793
ECMDB01144,1.6632
ECMDB01163,3.5506
ECMDB01174,2.4171
ECMDB01178,2.3610
ECMDB01179,3.0160
ECMDB01185,0.1555
ECMDB01191,1.8535
ECMDB01193,3.2174
ECMDB01197,2.1502
ECMDB01201,1.9816
ECMDB01202,0.0740
ECMDB01227,0.6466
ECMDB01245,1.0031
ECMDB01248,1.4612
ECMDB01261,0.6405
ECMDB01262,0.0729
ECMDB01271,0.4944
ECMDB01273,1.5105
ECMDB01274,0.1080
ECMDB01285,1.1333
ECMDB01296,1.4955
ECMDB01308,0.3281
ECMDB01317,0.1633
ECMDB01328,1.4004
ECMDB01332,1.5731
ECMDB01341,0.8780
ECMDB01342,0.9967
ECMDB01346,1.2217
ECMDB01354,0.8174
ECMDB01367,0.0189
ECMDB01372,1.1990
ECMDB01373,5.3326
ECMDB01384,2.6111
ECMDB01391,2.5888
ECMDB01396,0.2760
ECMDB01397,0.0854
ECMDB01399,3.3593
ECMDB01409,0.3225
ECMDB01412,3.2512
ECMDB01416,1.6971
ECMDB01423,5.2400
ECMDB01439,0.4353
ECMDB01440,2.6037
ECMDB01487,3.6862
ECMDB01517,0.7583
ECMDB01520,1.8725
ECMDB01532,3.1024
ECMDB01546,0.2001
ECMDB01550,1.9276
ECMDB01554,2.0878
ECMDB01562,0.5394
ECMDB01846,0.4505
ECMDB02158,1.2782
ECMDB02666,0.8493
ECMDB03266,1.5244
ECMDB03335,0.5244
ECMDB03419,4.0276
ECMDB03502,0.7901
ECMDB03514,0.0844
ECMDB03536,0.0878
ECMDB03540,0.8812
ECMDB03556,0.2486
ECMDB03826,0.8864
ECMDB03882,0.0170
ECMDB04007,0.0357
ECMDB04010,0.9093
ECMDB04033,1.2989
ECMDB04034,0.0013
ECMDB04052,1.7371
ECMDB04053,0.7887
ECMDB04063,2.3151
ECMDB04085,0.0519
ECMDB04108,0.1314
ECMDB04111,4.3053
ECMDB04117,3.5734
ECMDB04119,2.0820
ECMDB04120,2.3147
ECMDB04137,0.4788
ECMDB04138,1.3815
ECMDB04165,1.2450
ECMDB04166,1.4442
ECMDB04167,1.5569
ECMDB04168,3.1441
ECMDB04169,2.3998
ECMDB04171,1.0333
ECMDB04220,1.5691
ECMDB04662,2.0512
ECMDB06273,0.4619
ECMDB06354,1.0659
ECMDB06555,0.1060
ECMDB06557,3.4507
ECMDB06823,1.5637
ECMDB06834,3.2290
ECMDB06872,0.3480
ECMDB06876,2.1355
ECMDB07858,2.3636
ECMDB07859,3.9945
ECMDB07860,2.7147
ECMDB07861,5.3810
ECMDB07862,2.4940
ECMDB07863,2.9362
ECMDB07864,3.0262
ECMDB07865,4.8172
ECMDB08821,2.7152
ECMDB08824,3.9284
ECMDB08827,4.1104
ECMDB08920,4.0536
ECMDB08923,2.3433
ECMDB08924,3.8579
ECMDB08953,1.8704
ECMDB08956,3.2069
ECMDB08957,3.0722
ECMDB08959,2.9106
ECMDB09019,2.5076
ECMDB09022,3.6473
ECMDB09023,3.5489
ECMDB10573,2.4262
ECMDB10615,4.3956
ECMDB10616,3.8671
ECMDB10618,7.1882
ECMDB11145,5.8622
ECMDB11155,3.3333
ECMDB11156,1.5482
ECMDB11616,0.0431
ECMDB11629,0.5764
ECMDB11688,0.0676
ECMDB12277,3.2373
ECMDB12278,2.1761
ECMDB12330,3.1460
ECMDB12332,3.6614
ECMDB12333,4.5341
ECMDB12352,2.5853
ECMDB12363,2.9036
ECMDB12366,4.4736
ECMDB20003,2.6676
ECMDB20004,1.5505
ECMDB20006,1.6772
ECMDB20019,2.4081
ECMDB20024,1.9448
ECMDB20025,1.7625
ECMDB20026,0.9654
ECMDB20027,1.2119
ECMDB20033,0.3921
ECMDB20034,1.6770
ECMDB20035,2.9023
ECMDB20049,3.1345
ECMDB20050,0.0740
ECMDB20054,4.1206
ECMDB20055,1.5859
ECMDB20058,1.0988
ECMDB20059,3.3170
ECMDB20062,0.0149
ECMDB20068,1.8078
ECMDB20078,3.2308
ECMDB20079,0.2292
ECMDB20081,0.1019
ECMDB20083,1.2521
ECMDB20088,2.6770
ECMDB20096,2.5277
ECMDB20099,0.6040
ECMDB20106,0.7075
ECMDB20110,3.5586
ECMDB20112,3.1510
ECMDB20113,2.9741
ECMDB20117,0.6848
ECMDB20123,0.7258
ECMDB20133,0.4947
ECMDB20139,1.9299
ECMDB20145,2.5974
ECMDB20148,2.9651
ECMDB20154,0.6493
ECMDB20155,3.0259
ECMDB20156,1.9033
ECMDB20157,1.0722
ECMDB20158,0.7230
ECMDB20161,0.5148
ECMDB20170,3.8698
ECMDB20171,0.0212
ECMDB20174,0.9856
ECMDB20175,0.7176
ECMDB20177,0.0698
ECMDB20178,0.5704
ECMDB20186,1.8603
ECMDB20187,1.9845
ECMDB20188,1.3117
ECMDB20189,1.9021
ECMDB20191,1.4876
ECMDB20192,1.6284
ECMDB20196,0.6543
ECMDB20202,2.3742
ECMDB20226,3.2254
ECMDB20238,0.1785
ECMDB20246,2.5524
ECMDB20267,0.1200
ECMDB20281,6.9734
ECMDB20298,3.6194
ECMDB20324,0.6366
ECMDB20325,1.3945
ECMDB20347,0.0585
ECMDB20428,0.8066
ECMDB20429,3.1624
ECMDB20469,4.7595
ECMDB20470,3.7065
ECMDB20485,4.3803
ECMDB20518,0.9295
ECMDB20537,1.1641
ECMDB20547,0.0113
ECMDB20549,2.4560
ECMDB20557,1.7732
ECMDB20558,1.0135
ECMDB20562,2.4360
ECMDB20564,0.1323
ECMDB20573,2.1686
ECMDB20575,1.0386
ECMDB20579,2.2278
ECMDB20594,0.5760
ECMDB20601,0.0007
ECMDB20608,0.7352
ECMDB20612,1.6805
ECMDB20613,1.5546
ECMDB20620,4.8197
ECMDB20622,1.6616
ECMDB21000,0.9033
ECMDB21005,0.0458
ECMDB21014,3.2705
ECMDB21015,2.5979
