Ligand,RMSD
ECMDB00045,0.2024
ECMDB00048,1.8883
ECMDB00055,0.389
ECMDB00058,0.538
ECMDB00061,0.6821
ECMDB00082,1.3882
ECMDB00095,0.1891
ECMDB00121,2.3079
ECMDB00125,2.1974
ECMDB00163,0.368
ECMDB00186,0.95
ECMDB00189,2.5871
ECMDB00217,3.469
ECMDB00218,1.1624
ECMDB00229,1.2371
ECMDB00241,0.9728
ECMDB00244,1.6427
ECMDB00258,0.5815
ECMDB00280,1.2246
ECMDB00285,1.3092
ECMDB00288,0.5036
ECMDB00290,2.0948
ECMDB00293,1.3763
ECMDB00295,0.6371
ECMDB00302,3.1466
ECMDB00538,1.6866
ECMDB00570,1.3123
ECMDB00674,3.6622
ECMDB00797,2.312
ECMDB00830,0.1397
ECMDB00902,2.028
ECMDB00905,0.7388
ECMDB00939,1.1876
ECMDB00960,0.1652
ECMDB00961,3.8896
ECMDB00972,1.7881
ECMDB00975,0.2236
ECMDB00988,0.5944
ECMDB00998,1.4749
ECMDB00999,2.4078
ECMDB01000,1.3343
ECMDB01003,1.5016
ECMDB01044,2.2009
ECMDB01056,2.4958
ECMDB01058,0.6497
ECMDB01060,2.7259
ECMDB01062,0.6639
ECMDB01066,1.8896
ECMDB01079,2.0301
ECMDB01094,3.534
ECMDB01095,1.8493
ECMDB01097,1.2071
ECMDB01117,1.6613
ECMDB01121,1.1947
ECMDB01124,1.0145
ECMDB01134,1.3867
ECMDB01142,1.0024
ECMDB01144,1.9107
ECMDB01163,3.4435
ECMDB01174,2.0394
ECMDB01178,1.6685
ECMDB01179,2.4299
ECMDB01185,2.2416
ECMDB01191,2.7821
ECMDB01193,2.6168
ECMDB01197,4.6102
ECMDB01201,0.6222
ECMDB01202,1.0521
ECMDB01227,1.3056
ECMDB01245,0.9043
ECMDB01248,2.9196
ECMDB01261,1.3681
ECMDB01262,1.2163
ECMDB01271,0.8397
ECMDB01273,2.3363
ECMDB01274,1.3765
ECMDB01285,1.0312
ECMDB01296,1.9645
ECMDB01308,0.5325
ECMDB01317,1.3461
ECMDB01328,1.8263
ECMDB01332,1.7468
ECMDB01341,0.8863
ECMDB01342,2.405
ECMDB01346,3.0912
ECMDB01354,1.3494
ECMDB01367,0.5457
ECMDB01372,1.949
ECMDB01373,1.5969
ECMDB01384,2.9084
ECMDB01391,3.0321
ECMDB01396,2.3149
ECMDB01397,1.3508
ECMDB01399,0.9135
ECMDB01409,0.2392
ECMDB01412,1.2019
ECMDB01416,1.8849
ECMDB01423,4.0322
ECMDB01439,1.4126
ECMDB01440,1.6718
ECMDB01487,1.3167
ECMDB01517,0.4454
ECMDB01520,2.3872
ECMDB01532,1.1031
ECMDB01546,0.3372
ECMDB01550,1.9805
ECMDB01554,0.7249
ECMDB01562,1.389
ECMDB01846,3.5772
ECMDB02158,1.227
ECMDB02666,0.5818
ECMDB03266,2.4556
ECMDB03335,1.044
ECMDB03419,5.0076
ECMDB03502,0.5683
ECMDB03514,1.2838
ECMDB03536,0.687
ECMDB03540,1.3327
ECMDB03556,1.1943
ECMDB03826,1.9685
ECMDB03882,1.5016
ECMDB04007,1.4727
ECMDB04010,0.765
ECMDB04033,3.3973
ECMDB04034,1.1296
ECMDB04052,1.212
ECMDB04053,1.95
ECMDB04063,1.068
ECMDB04085,1.3166
ECMDB04108,0.6247
ECMDB04111,2.7351
ECMDB04117,2.8169
ECMDB04119,2.8746
ECMDB04120,6.3871
ECMDB04137,1.2491
ECMDB04138,1.2218
ECMDB04165,2.977
ECMDB04166,2.0889
ECMDB04167,1.9547
ECMDB04168,3.7175
ECMDB04169,1.9974
ECMDB04171,2.5023
ECMDB04220,1.449
ECMDB04662,0.8982
ECMDB06273,0.7902
ECMDB06354,1.1736
ECMDB06555,0.3775
ECMDB06557,1.6021
ECMDB06823,2.4609
ECMDB06834,1.1743
ECMDB06872,0.6141
ECMDB06876,4.5244
ECMDB07858,3.2964
ECMDB07859,2.9677
ECMDB07860,3.5242
ECMDB07861,3.0401
ECMDB07862,2.4032
ECMDB07863,2.533
ECMDB07864,2.7661
ECMDB07865,5.0225
ECMDB08821,2.6499
ECMDB08824,4.0322
ECMDB08827,2.1744
ECMDB08920,3.3012
ECMDB08923,2.2177
ECMDB08924,2.9898
ECMDB08953,3.6234
ECMDB08956,3.5822
ECMDB08957,5.707
ECMDB08959,2.8531
ECMDB09019,1.9604
ECMDB09022,4.5792
ECMDB09023,3.696
ECMDB10573,2.9542
ECMDB10615,3.1345
ECMDB10616,4.027
ECMDB10618,7.0154
ECMDB11145,2.9424
ECMDB11155,3.0423
ECMDB11156,1.6329
ECMDB11616,1.045
