Ligand,RMSD
ECMDB00045,1.2356
ECMDB00048,0.7124
ECMDB00055,0.9883
ECMDB00058,0.5153
ECMDB00061,0.4503
ECMDB00082,3.5331
ECMDB00095,0.9736
ECMDB00121,1.8475
ECMDB00125,2.062
ECMDB00163,1.451
ECMDB00186,0.4261
ECMDB00189,1.0075
ECMDB00217,2.5009
ECMDB00218,0.7834
ECMDB00229,1.5149
ECMDB00241,0.5378
ECMDB00244,1.8286
ECMDB00258,0.5959
ECMDB00280,1.3076
ECMDB00285,1.8035
ECMDB00288,0.8899
ECMDB00290,1.733
ECMDB00293,2.0908
ECMDB00295,2.4951
ECMDB00302,3.9555
ECMDB00538,1.1992
ECMDB00570,1.0385
ECMDB00674,2.9876
ECMDB00797,1.3906
ECMDB00830,0.1082
ECMDB00902,1.993
ECMDB00905,1.3637
ECMDB00939,2.1808
ECMDB00960,1.536
ECMDB00961,2.4951
ECMDB00972,1.574
ECMDB00975,1.1879
ECMDB00988,0.8757
ECMDB00998,1.2527
ECMDB00999,0.7132
ECMDB01000,1.9996
ECMDB01003,2.6104
ECMDB01044,2.0406
ECMDB01056,1.6389
ECMDB01058,1.2423
ECMDB01060,8.3043
ECMDB01062,1.4406
ECMDB01066,2.7263
ECMDB01079,1.9308
ECMDB01094,3.3064
ECMDB01095,1.8102
ECMDB01097,1.0819
ECMDB01117,2.4807
ECMDB01121,1.5117
ECMDB01124,0.9776
ECMDB01134,1.2412
ECMDB01142,1.7275
ECMDB01144,3.012
ECMDB01163,3.2615
ECMDB01174,2.3087
ECMDB01178,2.8432
ECMDB01179,2.9401
ECMDB01185,1.4757
ECMDB01191,1.9167
ECMDB01193,2.5567
ECMDB01197,2.8044
ECMDB01201,1.9114
ECMDB01202,1.1286
ECMDB01227,1.3877
ECMDB01245,1.1483
ECMDB01248,3.1555
ECMDB01261,1.3114
ECMDB01262,2.4478
ECMDB01271,1.2304
ECMDB01273,1.7039
ECMDB01274,2.0977
ECMDB01285,2.0731
ECMDB01296,1.7935
ECMDB01308,0.8517
ECMDB01317,0.7126
ECMDB01328,1.6866
ECMDB01332,1.0999
ECMDB01341,1.0587
ECMDB01342,1.445
ECMDB01346,1.4133
ECMDB01354,0.9192
ECMDB01367,0.9665
ECMDB01372,3.0689
ECMDB01373,5.5301
ECMDB01384,2.4197
ECMDB01391,2.646
ECMDB01396,2.9308
ECMDB01397,1.1681
ECMDB01399,2.7888
ECMDB01409,0.6904
ECMDB01412,2.5863
ECMDB01416,1.5164
ECMDB01423,2.1089
ECMDB01439,1.5722
ECMDB01440,2.0911
ECMDB01487,3.8518
ECMDB01517,0.7731
ECMDB01520,2.7104
ECMDB01532,1.993
ECMDB01546,1.9532
ECMDB01550,1.6191
ECMDB01554,2.0242
ECMDB01562,1.4629
ECMDB01846,1.3656
ECMDB02158,1.1467
ECMDB02666,1.5284
ECMDB03266,1.9656
ECMDB03335,1.1243
ECMDB03419,2.7052
ECMDB03502,1.0301
ECMDB03514,1.2711
ECMDB03536,0.6736
ECMDB03540,1.3631
ECMDB03556,0.3893
ECMDB03826,1.2862
ECMDB03882,0.6509
ECMDB04007,1.0369
ECMDB04010,0.9476
ECMDB04033,3.2727
ECMDB04034,0.7422
ECMDB04052,1.2629
ECMDB04053,1.6554
ECMDB04063,2.7701
ECMDB04085,0.7987
ECMDB04108,0.7795
ECMDB04111,4.8372
ECMDB04117,2.3329
ECMDB04119,2.6663
ECMDB04120,2.6119
ECMDB04137,1.4566
ECMDB04138,2.4356
ECMDB04165,1.3417
ECMDB04166,2.9312
ECMDB04167,2.486
ECMDB04168,4.3616
ECMDB04169,2.3319
ECMDB04171,1.6224
ECMDB04220,3.327
ECMDB04662,2.2727
ECMDB06273,1.0971
ECMDB06354,2.9157
ECMDB06555,1.1116
ECMDB06557,1.308
ECMDB06823,2.0723
ECMDB06834,1.4555
ECMDB06872,0.6806
ECMDB06876,3.5533
ECMDB07858,2.3982
ECMDB07859,3.435
ECMDB07860,4.1924
ECMDB07861,4.3715
ECMDB07862,2.6995
ECMDB07863,2.6125
ECMDB07864,5.7311
ECMDB07865,5.0358
ECMDB08821,2.7475
ECMDB08824,3.2474
ECMDB08827,2.4382
ECMDB08920,4.3232
ECMDB08923,2.6757
ECMDB08924,3.1301
ECMDB08953,3.0549
ECMDB08956,3.2053
ECMDB08957,3.3561
ECMDB08959,2.6913
ECMDB09019,4.3124
ECMDB09022,2.436
ECMDB09023,2.2006
ECMDB10573,3.2935
ECMDB10615,3.09
ECMDB10616,3.0437
ECMDB10618,3.7913
ECMDB11145,2.9817
ECMDB11155,1.9204
ECMDB11156,6.6628
ECMDB11616,0.6628
ECMDB11629,0.8746
ECMDB11688,1.3626
ECMDB12277,0.6863
ECMDB12278,3.1699
ECMDB12330,3.1719
ECMDB12332,4.6144
ECMDB12333,2.0563
ECMDB12352,1.8032
ECMDB12363,2.8881
ECMDB12366,3.6808
ECMDB20003,1.5308
ECMDB20004,1.9282
ECMDB20006,2.7349
ECMDB20019,1.5238
ECMDB20024,4.0323
ECMDB20025,3.5893
ECMDB20026,1.4841
ECMDB20027,2.5837
ECMDB20033,1.0086
ECMDB20034,2.3072
ECMDB20035,2.2632
ECMDB20049,3.4075
ECMDB20050,1.4156
ECMDB20054,3.4122
ECMDB20055,2.3603
ECMDB20058,1.188
ECMDB20059,1.1142
ECMDB20062,0.6489
ECMDB20068,0.7849
ECMDB20078,2.1743
ECMDB20079,1.331
ECMDB20081,0.537
ECMDB20083,2.3685
ECMDB20088,3.0004
ECMDB20096,2.2844
ECMDB20099,1.33
ECMDB20106,0.8564
ECMDB20110,2.8526
ECMDB20112,3.0707
ECMDB20113,3.8677
ECMDB20117,1.764
ECMDB20123,0.3043
ECMDB20133,1.5079
ECMDB20139,1.2057
ECMDB20145,1.459
ECMDB20148,1.7615
ECMDB20154,1.8734
ECMDB20155,4.4573
ECMDB20156,1.3324
ECMDB20157,1.404
ECMDB20158,0.6978
ECMDB20161,0.3688
ECMDB20170,1.3383
ECMDB20171,1.0376
ECMDB20174,1.6777
ECMDB20175,0.1672
ECMDB20177,1.1618
ECMDB20178,1.4643
ECMDB20186,2.0715
ECMDB20187,1.6353
ECMDB20188,1.5227
ECMDB20189,2.2656
ECMDB20191,1.2928
ECMDB20192,0.9921
ECMDB20196,0.7946
ECMDB20202,2.1145
ECMDB20226,3.8435
ECMDB20238,0.6288
ECMDB20246,1.3665
ECMDB20267,1.1633
ECMDB20281,4.4035
ECMDB20298,3.6171
ECMDB20324,1.1329
ECMDB20325,1.3876
ECMDB20347,0.8175
ECMDB20428,2.1663
ECMDB20429,2.5337
ECMDB20469,2.7487
ECMDB20470,3.4058
ECMDB20485,3.9764
ECMDB20518,0.9477
ECMDB20537,1.9168
ECMDB20547,0.615
ECMDB20549,3.4813
ECMDB20557,2.3022
ECMDB20558,1.0507
ECMDB20562,1.9075
ECMDB20564,0.8594
ECMDB20573,1.4122
ECMDB20575,1.5639
ECMDB20579,1.6527
ECMDB20594,0.9461
ECMDB20601,0.0009
ECMDB20608,1.5478
ECMDB20612,4.1838
ECMDB20613,3.6777
ECMDB20620,2.7666
ECMDB20622,0.7982
ECMDB21000,1.9555
ECMDB21005,0.1504
ECMDB21014,1.538
ECMDB21015,2.6913
ECMDB21016,2.919
ECMDB21017,2.5179
ECMDB21018,3.0275
ECMDB21019,1.3051
ECMDB21020,4.9756
ECMDB21021,2.2332
ECMDB21024,2.8932
ECMDB21025,3.4454
ECMDB21026,4.2078
ECMDB21027,4.9889
ECMDB21028,2.6467
ECMDB21030,2.114
ECMDB21033,2.5854
ECMDB21037,4.4761
ECMDB21041,2.0819
ECMDB21042,2.5636
ECMDB21044,4.0483
ECMDB21045,1.7259
ECMDB21049,4.7643
ECMDB21050,5.5041
ECMDB21054,3.1111
ECMDB21055,4.8441
ECMDB21060,3.878
ECMDB21062,2.2981
ECMDB21063,3.7499
ECMDB21064,4.395
ECMDB21065,2.435
ECMDB21066,4.5827
ECMDB21067,3.1787
ECMDB21068,3.0694
ECMDB21070,2.862
ECMDB21073,2.5783
ECMDB21075,4.2115
ECMDB21082,3.6537
ECMDB21084,1.6727
ECMDB21086,3.8704
ECMDB21103,2.9969
ECMDB21104,4.5271
ECMDB21105,2.5931
ECMDB21106,2.6649
ECMDB21108,3.0442
ECMDB21109,3.467
HMDB0000010,0.1171
HMDB0000015,0.0732
HMDB0000016,0.3042
HMDB0000021,0.628
HMDB0000032,1.2521
HMDB0000036,2.696
HMDB0000037,0.292
HMDB0000045,2.1576
HMDB0000054,2.7837
HMDB0000058,0.6994
HMDB0000061,1.2875
HMDB0000063,0.2954
HMDB0000067,1.0865
HMDB0000082,1.1823
HMDB0000095,1.4341
HMDB0000125,1.7177
HMDB0000138,1.9297
HMDB0000163,0.5265
HMDB0000175,1.828
HMDB0000186,0.4159
HMDB0000217,3.5172
HMDB0000218,1.0865
HMDB0000221,1.8288
HMDB0000222,3.2716
HMDB0000229,1.0023
HMDB0000230,0.8382
HMDB0000241,0.7689
HMDB0000248,0.8327
HMDB0000253,0.122
HMDB0000256,4.5488
HMDB0000265,2.2983
HMDB0000268,0.4302
HMDB0000269,1.7327
HMDB0000277,2.8167
HMDB0000280,1.2861
HMDB0000285,2.393
HMDB0000286,2.742
HMDB0000288,0.8081
HMDB0000290,1.3408
HMDB0000295,1.2883
HMDB0000302,1.6021
HMDB0000308,0.474
HMDB0000315,0.1062
HMDB0000319,0.288
HMDB0000326,0.3715
HMDB0000332,0.3752
HMDB0000352,0.0008
HMDB0000359,2.1775
HMDB0000363,0.1276
HMDB0000374,0.0721
HMDB0000380,0.2981
HMDB0000405,0.1575
HMDB0000416,0.4482
HMDB0000418,0.3347
HMDB0000430,1.3778
HMDB0000449,0.3083
HMDB0000489,1.0319
HMDB0000494,0.6566
HMDB0000496,1.2451
HMDB0000501,1.0204
HMDB0000518,1.2727
HMDB0000526,0.1432
HMDB0000534,0.8207
HMDB0000538,3.0734
HMDB0000550,0.0007
HMDB0000561,2.6732
HMDB0000569,1.8922
HMDB0000570,1.348
HMDB0000572,2.3046
