Ligand,RMSD
ECMDB00045,0.9462
ECMDB00048,2.1248
ECMDB00055,0.8065
ECMDB00058,0.8723
ECMDB00061,0.8875
ECMDB00082,2.2043
ECMDB00095,0.8783
ECMDB00121,3.2365
ECMDB00125,1.1446
ECMDB00163,0.7995
ECMDB00186,0.3784
ECMDB00189,3.0293
ECMDB00217,4.0587
ECMDB00218,1.4855
ECMDB00229,0.9218
ECMDB00241,1.1460
ECMDB00244,1.2487
ECMDB00258,0.7285
ECMDB00280,0.5380
ECMDB00285,2.8575
ECMDB00288,0.7608
ECMDB00290,4.2621
ECMDB00293,2.1273
ECMDB00295,0.8030
ECMDB00302,1.0701
ECMDB00538,2.2716
ECMDB00570,1.5362
ECMDB00674,4.3389
ECMDB00797,1.1956
ECMDB00830,0.9567
ECMDB00902,3.2598
ECMDB00905,0.3176
ECMDB00939,2.4089
ECMDB00960,2.3316
ECMDB00961,5.0457
ECMDB00972,1.8612
ECMDB00975,1.0753
ECMDB00988,1.9155
ECMDB00998,2.7078
ECMDB00999,2.0575
ECMDB01000,2.0697
ECMDB01003,1.4473
ECMDB01044,1.5748
ECMDB01056,2.3203
ECMDB01058,1.5190
ECMDB01060,2.2902
ECMDB01062,0.5752
ECMDB01066,1.8991
ECMDB01079,1.9248
ECMDB01094,2.5059
ECMDB01095,2.5986
ECMDB01097,1.1909
ECMDB01117,2.7167
ECMDB01121,1.2253
ECMDB01124,1.4268
ECMDB01134,1.7584
ECMDB01142,2.3110
ECMDB01144,3.5510
ECMDB01163,5.2778
ECMDB01174,1.8332
ECMDB01178,1.7615
ECMDB01179,3.9802
ECMDB01185,1.0733
ECMDB01191,1.2736
ECMDB01193,2.4291
ECMDB01197,4.4023
ECMDB01201,0.8747
ECMDB01202,1.1175
ECMDB01227,1.1991
ECMDB01245,1.6420
ECMDB01248,2.6559
ECMDB01261,1.2371
ECMDB01262,1.1536
ECMDB01271,0.4490
ECMDB01273,2.7322
ECMDB01274,2.1451
ECMDB01285,3.5239
ECMDB01296,1.8128
ECMDB01308,0.8566
ECMDB01317,1.3415
ECMDB01328,2.8874
ECMDB01332,1.1295
ECMDB01341,1.7706
ECMDB01342,1.3374
ECMDB01346,1.3107
ECMDB01354,1.3588
ECMDB01367,0.5697
ECMDB01372,1.7573
ECMDB01373,1.4674
ECMDB01384,3.4244
ECMDB01391,4.5024
ECMDB01396,1.8132
ECMDB01397,1.8418
ECMDB01399,2.5209
ECMDB01409,1.2768
ECMDB01412,3.0478
ECMDB01416,2.4593
ECMDB01423,3.6725
ECMDB01439,0.9485
ECMDB01440,0.9406
ECMDB01487,2.7423
ECMDB01517,0.9614
ECMDB01520,1.4518
ECMDB01532,1.6845
ECMDB01546,1.2852
ECMDB01550,1.8393
ECMDB01554,0.8688
ECMDB01562,1.9862
ECMDB01846,1.4404
ECMDB02158,1.2787
ECMDB02666,1.0430
ECMDB03266,3.5956
ECMDB03335,2.1173
ECMDB03419,2.1633
ECMDB03502,0.7429
ECMDB03514,0.7124
ECMDB03536,1.5187
ECMDB03540,0.9626
ECMDB03556,1.7454
ECMDB03826,0.9983
ECMDB03882,1.3124
ECMDB04007,1.3059
ECMDB04010,1.8733
ECMDB04033,3.6222
ECMDB04034,1.1847
ECMDB04052,0.5190
ECMDB04053,4.2554
ECMDB04063,1.7119
ECMDB04085,1.1473
ECMDB04108,0.6493
ECMDB04111,4.2227
ECMDB04117,4.7124
ECMDB04119,2.3276
ECMDB04120,2.0283
ECMDB04137,2.0424
ECMDB04138,2.2819
ECMDB04165,3.0608
ECMDB04166,2.4292
ECMDB04167,4.6188
ECMDB04168,1.7786
ECMDB04169,2.3113
ECMDB04171,1.5126
ECMDB04220,1.3467
ECMDB04662,2.0567
ECMDB06273,1.0997
ECMDB06354,2.9013
ECMDB06555,0.9823
ECMDB06557,1.9279
ECMDB06823,1.4707
ECMDB06834,2.8874
ECMDB06872,0.8071
ECMDB06876,1.6800
ECMDB07858,4.7953
ECMDB07859,5.5629
ECMDB07860,3.9515
ECMDB07861,3.8981
ECMDB07862,2.6158
ECMDB07863,3.1309
ECMDB07864,3.8508
ECMDB07865,5.6878
ECMDB08821,3.4247
ECMDB08824,4.0835
ECMDB08827,2.9822
ECMDB08920,2.7201
ECMDB08923,2.3898
ECMDB08924,2.2515
ECMDB08953,2.5841
ECMDB08956,2.5685
ECMDB08957,2.4242
ECMDB08959,3.6258
ECMDB09019,4.6405
ECMDB09022,3.7576
ECMDB09023,4.0712
ECMDB10573,5.9249
ECMDB10615,5.0046
ECMDB10616,4.5044
ECMDB10618,6.4267
ECMDB11145,3.4686
ECMDB11155,3.2239
ECMDB11156,2.4561
ECMDB11616,0.0808
ECMDB11629,1.2211
ECMDB11688,1.5975
ECMDB12277,1.8368
ECMDB12278,1.8174
ECMDB12330,2.7751
ECMDB12332,2.3614
ECMDB12333,3.1989
ECMDB12352,3.6992
ECMDB12363,3.3997
ECMDB12366,3.5647
ECMDB20003,1.9935
ECMDB20004,2.5691
ECMDB20006,2.3213
ECMDB20019,2.9891
ECMDB20024,1.6181
ECMDB20025,2.1197
ECMDB20026,3.7451
ECMDB20027,2.5390
ECMDB20033,1.3233
ECMDB20034,1.1011
ECMDB20035,2.7245
ECMDB20049,4.4863
ECMDB20050,1.3910
ECMDB20054,3.9090
ECMDB20055,1.7170
ECMDB20058,1.1430
ECMDB20059,2.5708
ECMDB20062,0.2450
ECMDB20068,1.1572
ECMDB20078,1.7412
ECMDB20079,1.4267
ECMDB20081,0.7231
ECMDB20083,4.3141
ECMDB20088,3.2025
ECMDB20096,2.0163
ECMDB20099,1.1135
ECMDB20106,0.6048
ECMDB20110,2.7515
ECMDB20112,3.8650
ECMDB20113,4.1434
ECMDB20117,1.6857
ECMDB20123,1.5689
ECMDB20133,2.2819
ECMDB20139,2.1513
ECMDB20145,0.8817
ECMDB20148,1.9019
ECMDB20154,1.6959
ECMDB20155,3.2948
ECMDB20156,1.1474
ECMDB20157,0.9838
ECMDB20158,1.2299
ECMDB20161,0.4805
ECMDB20170,1.4540
ECMDB20171,1.5127
ECMDB20174,1.2837
ECMDB20175,1.4533
ECMDB20177,1.2734
ECMDB20178,0.7377
ECMDB20186,2.4152
ECMDB20187,1.7140
ECMDB20188,2.9807
ECMDB20189,2.3311
ECMDB20191,1.7489
ECMDB20192,1.9997
ECMDB20196,1.1127
ECMDB20202,2.7839
ECMDB20226,3.1873
ECMDB20238,0.1822
ECMDB20246,1.8978
ECMDB20267,1.4977
ECMDB20281,4.9244
ECMDB20298,4.6343
ECMDB20324,0.8166
ECMDB20325,2.0987
ECMDB20347,0.8227
ECMDB20428,2.2396
ECMDB20429,2.0179
ECMDB20469,3.0376
ECMDB20470,4.6791
ECMDB20485,3.7279
ECMDB20518,0.8931
ECMDB20537,1.5816
ECMDB20547,1.8683
ECMDB20549,2.0968
ECMDB20557,1.8186
ECMDB20558,1.7460
ECMDB20562,3.3373
ECMDB20564,1.1804
ECMDB20573,1.4826
ECMDB20575,1.2283
ECMDB20579,2.4721
ECMDB20594,1.6833
ECMDB20601,0.0008
ECMDB20608,1.9773
ECMDB20612,1.9138
ECMDB20613,3.2000
ECMDB20620,2.8242
ECMDB20622,1.6396
ECMDB21000,2.5969
ECMDB21005,0.0774
ECMDB21014,3.0070
ECMDB21015,2.3852
ECMDB21016,3.9939
ECMDB21017,2.4725
ECMDB21018,5.2044
ECMDB21019,2.4185
ECMDB21020,4.0618
ECMDB21021,3.4120
ECMDB21024,3.1969
ECMDB21025,5.1355
ECMDB21026,2.7999
ECMDB21027,4.3096
ECMDB21028,1.9138
ECMDB21030,2.5593
ECMDB21033,1.9304
ECMDB21037,2.4910
ECMDB21041,3.6530
ECMDB21042,4.6954
ECMDB21044,4.1987
ECMDB21045,1.4376
ECMDB21049,4.0062
ECMDB21050,3.1822
ECMDB21054,3.6855
ECMDB21055,4.3316
ECMDB21060,2.9543
ECMDB21062,4.1729
ECMDB21063,4.8634
ECMDB21064,4.2504
ECMDB21065,5.8815
ECMDB21066,2.9045
ECMDB21067,3.4870
ECMDB21068,2.6941
ECMDB21070,4.2782
ECMDB21073,3.2546
ECMDB21075,2.3818
ECMDB21082,2.7027
ECMDB21084,3.3429
ECMDB21086,3.2626
ECMDB21103,2.7705
ECMDB21104,3.3081
ECMDB21105,4.1465
ECMDB21106,5.6177
ECMDB21108,4.7407
ECMDB21109,2.7533
HMDB0000010,0.2978
HMDB0000015,0.1305
HMDB0000016,0.3308
HMDB0000021,1.3716
HMDB0000032,1.4031
HMDB0000036,1.7089
HMDB0000037,0.2392
HMDB0000045,1.0659
HMDB0000054,2.4645
HMDB0000058,1.0271
HMDB0000061,0.6891
HMDB0000063,0.0233
HMDB0000067,1.3169
HMDB0000082,2.3304
HMDB0000095,0.6292
HMDB0000125,1.3586
HMDB0000138,1.0037
HMDB0000163,0.7058
HMDB0000175,1.3104
HMDB0000186,0.5576
HMDB0000217,3.1238
HMDB0000218,0.4191
HMDB0000221,6.1766
HMDB0000222,1.8780
HMDB0000229,1.1165
HMDB0000230,1.1515
HMDB0000241,1.0205
HMDB0000248,0.9783
HMDB0000253,0.0775
HMDB0000256,2.7653
HMDB0000265,1.3256
HMDB0000268,0.2977
HMDB0000269,4.0593
HMDB0000277,2.1090
HMDB0000280,0.5562
HMDB0000285,2.1900
HMDB0000286,0.9902
HMDB0000288,1.3705
HMDB0000290,1.5356
HMDB0000295,1.0047
HMDB0000302,1.4339
HMDB0000308,1.1844
HMDB0000315,0.0018
HMDB0000319,0.1841
HMDB0000326,1.3050
HMDB0000332,0.3164
HMDB0000352,0.0007
HMDB0000359,2.0242
HMDB0000363,0.0625
HMDB0000374,0.0871
HMDB0000380,0.0051
HMDB0000405,0.3010
HMDB0000416,0.4596
HMDB0000418,0.3423
HMDB0000430,1.2322
HMDB0000449,0.3445
HMDB0000489,1.3882
HMDB0000494,1.7665
HMDB0000496,1.0777
HMDB0000501,0.5606
HMDB0000518,0.7076
HMDB0000526,0.2481
HMDB0000534,1.2303
HMDB0000538,2.5834
HMDB0000550,0.0008
HMDB0000561,2.1160
HMDB0000569,2.4109
HMDB0000570,1.0252
HMDB0000572,2.4550
HMDB0000582,2.2564
HMDB0000585,0.6912
HMDB0000600,1.2828
HMDB0000601,1.4651
HMDB0000610,3.9935
HMDB0000619,1.1866
HMDB0000626,0.8909
HMDB0000631,2.4140
HMDB0000637,1.9828
HMDB0000643,1.1363
HMDB0000651,2.0479
HMDB0000653,1.4232
HMDB0000656,1.7855
HMDB0000658,1.4195
HMDB0000674,3.5424
HMDB0000686,1.2444
HMDB0000693,2.1211
HMDB0000698,1.7697
HMDB0000708,1.2826
HMDB0000722,2.6298
HMDB0000733,0.7859
HMDB0000737,1.4001
HMDB0000739,2.2499
HMDB0000757,1.0503
HMDB0000760,0.6978
HMDB0000761,1.3371
HMDB0000774,0.3111
HMDB0000797,2.1927
HMDB0000801,4.0987
HMDB0000814,0.6260
HMDB0000825,1.9116
HMDB0000848,2.0626
HMDB0000851,1.8580
HMDB0000874,3.3379
HMDB0000876,1.5185
HMDB0000878,0.9947
HMDB0000879,0.4104
HMDB0000885,2.0280
HMDB0000896,2.5722
HMDB0000900,1.2600
HMDB0000902,1.8112
